Ordinal,Function,Ordinal_in_Function
4720,?OnSaveDocument@COleLinkingDoc@@UAEHPBD@Z @ 4955 NONAME,False
4721,?OnSaveDocument@COleServerDoc@@UAEHPBD@Z @ 4956 NONAME,False
4722,?OnSaveEmbedding@COleServerDoc@@MAEXPAUIStorage@@@Z @ 4957 NONAME,False
4723,?OnSaveEmbedding@COleServerItem@@MAEXPAUIStorage@@@Z @ 4958 NONAME,False
4724,?OnSaveViewState@CDocObjectServer@@MAEXAAVCArchive@@@Z @ 4959 NONAME,False
4725,?OnScroll@CScrollView@@UAEHIIH@Z @ 4960 NONAME,False
4726,?OnScroll@CView@@UAEHIIH@Z @ 4961 NONAME,False
4727,?OnScrollBy@COleClientItem@@MAEHVCSize@@@Z @ 4962 NONAME,False
4728,?OnScrollBy@CScrollView@@UAEHVCSize@@H@Z @ 4963 NONAME,False
4729,?OnScrollBy@CView@@UAEHVCSize@@H@Z @ 4964 NONAME,False
4730,?OnSelChange@CRichEditView@@IAEXPAUtagNMHDR@@PAJ@Z @ 4965 NONAME,False
4731,?OnSelchangeColorprop@CColorPropPage@@AAEXXZ @ 4966 NONAME,False
4732,?OnSelchangeFontnames@CFontPropPage@@IAEXXZ @ 4967 NONAME,False
4733,?OnSelchangeFontprop@CFontPropPage@@IAEXXZ @ 4968 NONAME,False
4734,?OnSelchangeFontsizes@CFontPropPage@@IAEXXZ @ 4969 NONAME,False
4735,?OnSelchangeFontstyles@CFontPropPage@@IAEXXZ @ 4970 NONAME,False
4736,?OnSelchangePictProp@CPicturePropPage@@IAEXXZ @ 4971 NONAME,False
4737,?OnSelchangePropname@CStockPropPage@@IAEXAAVCComboBox@@@Z @ 4972 NONAME,False
4738,?OnSelchangeSystemcolors@CColorPropPage@@AAEXXZ @ 4973 NONAME,False
4739,?OnSelect@CColorPropPage@@AAEXXZ @ 4974 NONAME,False
4740,?OnSend@CAsyncSocket@@MAEXH@Z @ 4975 NONAME,False
4741,?OnSetActive@CPropertyPage@@UAEHXZ @ 4976 NONAME,False
4742,?OnSetBitmapSize@CToolBar@@IAEJIJ@Z @ 4977 NONAME,False
4743,?OnSetButtonSize@CToolBar@@IAEJIJ@Z @ 4978 NONAME,False
4744,?OnSetClientSite@COleControl@@UAEXXZ @ 4979 NONAME,False
4745,?OnSetColorScheme@COleServerItem@@UAEHPBUtagLOGPALETTE@@@Z @ 4980 NONAME,False
4746,?OnSetCursor@CFrameWnd@@IAEHPAVCWnd@@II@Z @ 4981 NONAME,False
4747,?OnSetCursor@COleControl@@IAEHPAVCWnd@@II@Z @ 4982 NONAME,False
4748,?OnSetCursor@COleResizeBar@@IAEHPAVCWnd@@II@Z @ 4983 NONAME,False
4749,?OnSetCursor@CPreviewView@@IAEHPAVCWnd@@II@Z @ 4984 NONAME,False
4750,?OnSetCursor@CSplitterWnd@@IAEHPAVCWnd@@II@Z @ 4985 NONAME,False
4751,?OnSetData@CControlDataSource@COleControl@@MAEHPAUtagFORMATETC@@PAUtagSTGMEDIUM@@H@Z @ 4986 NONAME,False
4752,?OnSetData@CItemDataSource@COleServerItem@@MAEHPAUtagFORMATETC@@PAUtagSTGMEDIUM@@H@Z @ 4987 NONAME,False
4753,?OnSetData@COleControl@@UAEHPAUtagFORMATETC@@PAUtagSTGMEDIUM@@H@Z @ 4988 NONAME,False
4754,?OnSetData@COleDataSource@@UAEHPAUtagFORMATETC@@PAUtagSTGMEDIUM@@H@Z @ 4989 NONAME,False
4755,?OnSetData@COleServerItem@@UAEHPAUtagFORMATETC@@PAUtagSTGMEDIUM@@H@Z @ 4990 NONAME,False
4756,?OnSetDefID@CPropertySheet@@IAEJIJ@Z @ 4991 NONAME,False
4757,?OnSetExtent@COleControl@@UAEHPAUtagSIZE@@@Z @ 4992 NONAME,False
4758,?OnSetExtent@COleServerItem@@UAEHW4tagDVASPECT@@ABVCSize@@@Z @ 4993 NONAME,False
4759,?OnSetFocus@CFormView@@IAEXPAVCWnd@@@Z @ 4994 NONAME,False
4760,?OnSetFocus@CFrameWnd@@IAEXPAVCWnd@@@Z @ 4995 NONAME,False
4761,?OnSetFocus@COleControl@@IAEXPAVCWnd@@@Z @ 4996 NONAME,False
4762,?OnSetFont@CCheckListBox@@IAEJIJ@Z @ 4997 NONAME,False
4763,?OnSetFont@CDialog@@UAEXPAVCFont@@@Z @ 4998 NONAME,False
4764,?OnSetFont@CEditView@@IAEJIJ@Z @ 4999 NONAME,False
4765,?OnSetHostNames@COleServerDoc@@MAEXPBD0@Z @ 5000 NONAME,False
4766,?OnSetItemRects@CDocObjectServer@@IAEXPAUtagRECT@@0@Z @ 5001 NONAME,False
4767,?OnSetItemRects@COleServerDoc@@MAEXPBUtagRECT@@0@Z @ 5002 NONAME,False
4768,?OnSetMenu@COleClientItem@@UAEXPAVCMenu@@PAXPAUHWND__@@@Z @ 5003 NONAME,False
4769,?OnSetMessageString@CFrameWnd@@IAEJIJ@Z @ 5004 NONAME,False
4770,?OnSetMessageString@COleControl@@IAEJIJ@Z @ 5005 NONAME,False
4771,?OnSetMessageString@COleIPFrameWnd@@UAEJIJ@Z @ 5006 NONAME,False
4772,?OnSetMinHeight@CStatusBar@@IAEJIJ@Z @ 5007 NONAME,False
4773,?OnSetObjectRects@COleControl@@UAEHPBUtagRECT@@0@Z @ 5008 NONAME,False
4774,?OnSetOptions@CDatabase@@UAEXPAX@Z @ 5009 NONAME,False
4775,?OnSetOptions@CRecordset@@UAEXPAX@Z @ 5010 NONAME,False
4776,?OnSetPageSite@COlePropertyPage@@UAEXXZ @ 5011 NONAME,False
4777,?OnSetPreviewMode@CFrameWnd@@UAEXHPAUCPrintPreviewState@@@Z @ 5012 NONAME,False
4778,?OnSetText@CMiniFrameWnd@@QAEJIJ@Z @ 5013 NONAME,False
4779,?OnSetText@COleControl@@IAEJIJ@Z @ 5014 NONAME,False
4780,?OnSetText@CStatusBar@@IAEJIJ@Z @ 5015 NONAME,False
4781,?OnShareViolation@CFileDialog@@MAEIPBD@Z @ 5016 NONAME,False
4782,?OnShow@CDocObjectServerItem@@MAEXXZ @ 5017 NONAME,False
4783,?OnShow@COleServerItem@@MAEXXZ @ 5018 NONAME,False
4784,?OnShowControlBars@COleClientItem@@UAEHPAVCFrameWnd@@H@Z @ 5019 NONAME,False
4785,?OnShowControlBars@COleServerDoc@@MAEXPAVCFrameWnd@@H@Z @ 5020 NONAME,False
4786,?OnShowDocument@COleServerDoc@@MAEXH@Z @ 5021 NONAME,False
4787,?OnShowItem@COleClientItem@@MAEXXZ @ 5022 NONAME,False
4788,?OnShowToolBars@COleControl@@UAEXXZ @ 5023 NONAME,False
4789,?OnShowViews@COleDocument@@UAEXH@Z @ 5024 NONAME,False
4790,?OnShowViews@COleLinkingDoc@@MAEXH@Z @ 5025 NONAME,False
4791,?OnShowWindow@COleControl@@IAEXHI@Z @ 5026 NONAME,False
4792,?OnShowWindow@CWnd@@IAEXHI@Z @ 5027 NONAME,False
4793,?OnShowWindow@XOleClientSite@COleClientItem@@UAGJH@Z @ 5028 NONAME,False
4794,?OnShowWindow@XOleClientSite@COleControlSite@@UAGJH@Z @ 5029 NONAME,False
4795,?OnSize@CFrameWnd@@IAEXIHH@Z @ 5030 NONAME,False
4796,?OnSize@CMDIChildWnd@@IAEXIHH@Z @ 5031 NONAME,False
4797,?OnSize@CMDIFrameWnd@@IAEXIHH@Z @ 5032 NONAME,False
4798,?OnSize@COleControl@@IAEXIHH@Z @ 5033 NONAME,False
4799,?OnSize@COleIPFrameWnd@@IAEXIHH@Z @ 5034 NONAME,False
4800,?OnSize@COleResizeBar@@IAEXIHH@Z @ 5035 NONAME,False
4801,?OnSize@CPreviewView@@IAEXIHH@Z @ 5036 NONAME,False
4802,?OnSize@CScrollView@@QAEXIHH@Z @ 5037 NONAME,False
4803,?OnSize@CSplitterWnd@@IAEXIHH@Z @ 5038 NONAME,False
4804,?OnSize@CStatusBar@@IAEXIHH@Z @ 5039 NONAME,False
4805,?OnSize@CWnd@@IAEXIHH@Z @ 5040 NONAME,False
4806,?OnSizeParent@CControlBar@@QAEJIJ@Z @ 5041 NONAME,False
4807,?OnSizeParent@CDockBar@@IAEJIJ@Z @ 5042 NONAME,False
4808,?OnSizeParent@COleResizeBar@@IAEJIJ@Z @ 5043 NONAME,False
4809,?OnSkip@CEnumArray@@MAEHXZ @ 5044 NONAME,False
4810,?OnSocketDead@CSocketWnd@@IAEJIJ@Z @ 5045 NONAME,False
4811,?OnSocketNotify@CSocketWnd@@IAEJIJ@Z @ 5046 NONAME,False
4812,?OnSplitCmd@CView@@IAEHI@Z @ 5047 NONAME,False
4813,?OnStartBinding@CAsyncMonikerFile@@MAEXXZ @ 5048 NONAME,False
4814,?OnStatusCallback@CInternetSession@@UAEXKKPAXK@Z @ 5049 NONAME,False
4815,?OnStopBinding@CAsyncMonikerFile@@MAEXJPBD@Z @ 5050 NONAME,False
4816,?OnStrikeout@CFontPropPage@@IAEXXZ @ 5051 NONAME,False
4817,?OnSysColorChange@CToolBar@@IAEXXZ @ 5052 NONAME,False
4818,?OnSysColorChange@CWnd@@IAEXXZ @ 5053 NONAME,False
4819,?OnSysCommand@CFrameWnd@@IAEXIJ@Z @ 5054 NONAME,False
4820,?OnSysCommand@CMiniFrameWnd@@QAEXIJ@Z @ 5055 NONAME,False
4821,?OnSysCommand@CPropertySheet@@IAEXIJ@Z @ 5056 NONAME,False
4822,?OnSysCommand@CSplitterWnd@@IAEXIJ@Z @ 5057 NONAME,False
4823,?OnSysKeyDown@COleControl@@IAEXIII@Z @ 5058 NONAME,False
4824,?OnSysKeyUp@COleControl@@IAEXIII@Z @ 5059 NONAME,False
4825,?OnTextChanged@COleControl@@UAEXXZ @ 5060 NONAME,False
4826,?OnTextNotFound@CEditView@@MAEXPBD@Z @ 5061 NONAME,False
4827,?OnTextNotFound@CRichEditView@@MAEXPBD@Z @ 5062 NONAME,False
4828,?OnTimer@CControlBar@@QAEXI@Z @ 5063 NONAME,False
4829,?OnToolHitTest@CToolBar@@UBEHVCPoint@@PAUtagTOOLINFOA@@@Z @ 5064 NONAME,False
4830,?OnToolHitTest@CWnd@@UBEHVCPoint@@PAUtagTOOLINFOA@@@Z @ 5065 NONAME,False
4831,?OnToolTipText@CFrameWnd@@IAEHIPAUtagNMHDR@@PAJ@Z @ 5066 NONAME,False
4832,?OnTypeChange@CFileDialog@@MAEXXZ @ 5067 NONAME,False
4833,?OnUIActivate@COleControlContainer@@UAEXPAVCOleControlSite@@@Z @ 5068 NONAME,False
4834,?OnUIActivate@XOleIPSite@COleClientItem@@UAGJXZ @ 5069 NONAME,False
4835,?OnUIActivate@XOleIPSite@COleControlSite@@UAGJXZ @ 5070 NONAME,False
4836,?OnUIDeactivate@COleControlContainer@@UAEXPAVCOleControlSite@@@Z @ 5071 NONAME,False
4837,?OnUIDeactivate@XOleIPSite@COleClientItem@@UAGJH@Z @ 5072 NONAME,False
4838,?OnUIDeactivate@XOleIPSite@COleControlSite@@UAGJH@Z @ 5073 NONAME,False
4839,?OnUnderline@CFontPropPage@@IAEXXZ @ 5074 NONAME,False
4840,?OnUpdate@COleServerItem@@UAEXPAV1@JPAVCObject@@W4tagDVASPECT@@@Z @ 5075 NONAME,False
4841,?OnUpdate@CView@@MAEXPAV1@JPAVCObject@@@Z @ 5076 NONAME,False
4842,?OnUpdateBullet@CRichEditView@@IAEXPAVCCmdUI@@@Z @ 5077 NONAME,False
4843,?OnUpdateCharBold@CRichEditView@@IAEXPAVCCmdUI@@@Z @ 5078 NONAME,False
4844,?OnUpdateCharEffect@CRichEditView@@QAEXPAVCCmdUI@@KK@Z @ 5079 NONAME,False
4845,?OnUpdateCharItalic@CRichEditView@@IAEXPAVCCmdUI@@@Z @ 5080 NONAME,False
4846,?OnUpdateCharUnderline@CRichEditView@@IAEXPAVCCmdUI@@@Z @ 5081 NONAME,False
4847,?OnUpdateCmdUI@CDialogBar@@UAEXPAVCFrameWnd@@H@Z @ 5082 NONAME,False
4848,?OnUpdateCmdUI@CDockBar@@MAEXPAVCFrameWnd@@H@Z @ 5083 NONAME,False
4849,?OnUpdateCmdUI@COleResizeBar@@UAEXPAVCFrameWnd@@H@Z @ 5084 NONAME,False
4850,?OnUpdateCmdUI@CStatusBar@@UAEXPAVCFrameWnd@@H@Z @ 5085 NONAME,False
4851,?OnUpdateCmdUI@CToolBar@@UAEXPAVCFrameWnd@@H@Z @ 5086 NONAME,False
4852,?OnUpdateContextHelp@CFrameWnd@@IAEXPAVCCmdUI@@@Z @ 5087 NONAME,False
4853,?OnUpdateControlBarMenu@CFrameWnd@@QAEXPAVCCmdUI@@@Z @ 5088 NONAME,False
4854,?OnUpdateControlBarMenu@COleIPFrameWnd@@IAEXPAVCCmdUI@@@Z @ 5089 NONAME,False
4855,?OnUpdateDocument@COleServerDoc@@UAEHXZ @ 5090 NONAME,False
4856,?OnUpdateEditChangeIcon@COleDocument@@IAEXPAVCCmdUI@@@Z @ 5091 NONAME,False
4857,?OnUpdateEditLinksMenu@COleDocument@@IAEXPAVCCmdUI@@@Z @ 5092 NONAME,False
4858,?OnUpdateEditPasteSpecial@CRichEditView@@IAEXPAVCCmdUI@@@Z @ 5093 NONAME,False
4859,?OnUpdateEditProperties@CRichEditView@@IAEXPAVCCmdUI@@@Z @ 5094 NONAME,False
4860,?OnUpdateEditUndo@CEditView@@IAEXPAVCCmdUI@@@Z @ 5095 NONAME,False
4861,?OnUpdateEditUndo@CRichEditView@@IAEXPAVCCmdUI@@@Z @ 5096 NONAME,False
4862,?OnUpdateFileExit@COleServerDoc@@IAEXPAVCCmdUI@@@Z @ 5097 NONAME,False
4863,?OnUpdateFileSendMail@CDocument@@IAEXPAVCCmdUI@@@Z @ 5098 NONAME,False
4864,?OnUpdateFileUpdate@COleServerDoc@@IAEXPAVCCmdUI@@@Z @ 5099 NONAME,False
4865,?OnUpdateFrameMenu@CFrameWnd@@UAEXPAUHMENU__@@@Z @ 5100 NONAME,False
4866,?OnUpdateFrameMenu@CMDIChildWnd@@UAEXHPAVCWnd@@PAUHMENU__@@@Z @ 5101 NONAME,False
4867,?OnUpdateFrameMenu@CMDIFrameWnd@@UAEXPAUHMENU__@@@Z @ 5102 NONAME,False
4868,?OnUpdateFrameTitle@CFrameWnd@@UAEXH@Z @ 5103 NONAME,False
4869,?OnUpdateFrameTitle@CMDIChildWnd@@MAEXH@Z @ 5104 NONAME,False
4870,?OnUpdateFrameTitle@CMDIFrameWnd@@UAEXH@Z @ 5105 NONAME,False
4871,?OnUpdateFrameTitle@COleClientItem@@UAEHXZ @ 5106 NONAME,False
4872,?OnUpdateFrameTitle@COleFrameHook@@UAEHXZ @ 5107 NONAME,False
4873,?OnUpdateItems@COleServerItem@@UAEXXZ @ 5108 NONAME,False
4874,?OnUpdateKeyIndicator@CFrameWnd@@IAEXPAVCCmdUI@@@Z @ 5109 NONAME,False
4875,?OnUpdateMDIWindowCmd@CMDIFrameWnd@@IAEXPAVCCmdUI@@@Z @ 5110 NONAME,False
4876,?OnUpdateNeedClip@CEditView@@IAEXPAVCCmdUI@@@Z @ 5111 NONAME,False
4877,?OnUpdateNeedClip@CRichEditView@@IAEXPAVCCmdUI@@@Z @ 5112 NONAME,False
4878,?OnUpdateNeedFind@CEditView@@IAEXPAVCCmdUI@@@Z @ 5113 NONAME,False
4879,?OnUpdateNeedFind@CRichEditView@@IAEXPAVCCmdUI@@@Z @ 5114 NONAME,False
4880,?OnUpdateNeedSel@CEditView@@IAEXPAVCCmdUI@@@Z @ 5115 NONAME,False
4881,?OnUpdateNeedSel@CRichEditView@@IAEXPAVCCmdUI@@@Z @ 5116 NONAME,False
4882,?OnUpdateNeedText@CEditView@@IAEXPAVCCmdUI@@@Z @ 5117 NONAME,False
4883,?OnUpdateNeedText@CRichEditView@@IAEXPAVCCmdUI@@@Z @ 5118 NONAME,False
4884,?OnUpdateNextPage@CPreviewView@@IAEXPAVCCmdUI@@@Z @ 5119 NONAME,False
4885,?OnUpdateNextPaneMenu@CView@@IAEXPAVCCmdUI@@@Z @ 5120 NONAME,False
4886,?OnUpdateNumPageChange@CPreviewView@@IAEXPAVCCmdUI@@@Z @ 5121 NONAME,False
4887,?OnUpdateObjectVerbMenu@COleDocument@@IAEXPAVCCmdUI@@@Z @ 5122 NONAME,False
4888,?OnUpdateParaAlign@CRichEditView@@QAEXPAVCCmdUI@@G@Z @ 5123 NONAME,False
4889,?OnUpdateParaCenter@CRichEditView@@IAEXPAVCCmdUI@@@Z @ 5124 NONAME,False
4890,?OnUpdateParaLeft@CRichEditView@@IAEXPAVCCmdUI@@@Z @ 5125 NONAME,False
4891,?OnUpdateParaRight@CRichEditView@@IAEXPAVCCmdUI@@@Z @ 5126 NONAME,False
4892,?OnUpdatePasteLinkMenu@COleDocument@@IAEXPAVCCmdUI@@@Z @ 5127 NONAME,False
4893,?OnUpdatePasteMenu@COleDocument@@IAEXPAVCCmdUI@@@Z @ 5128 NONAME,False
4894,?OnUpdatePrevPage@CPreviewView@@IAEXPAVCCmdUI@@@Z @ 5129 NONAME,False
4895,?OnUpdateRecentFileMenu@CWinApp@@IAEXPAVCCmdUI@@@Z @ 5130 NONAME,False
4896,?OnUpdateRecordFirst@CDaoRecordView@@IAEXPAVCCmdUI@@@Z @ 5131 NONAME,False
4897,?OnUpdateRecordFirst@CRecordView@@IAEXPAVCCmdUI@@@Z @ 5132 NONAME,False
4898,?OnUpdateRecordLast@CDaoRecordView@@IAEXPAVCCmdUI@@@Z @ 5133 NONAME,False
4899,?OnUpdateRecordLast@CRecordView@@IAEXPAVCCmdUI@@@Z @ 5134 NONAME,False
4900,?OnUpdateRecordNext@CDaoRecordView@@IAEXPAVCCmdUI@@@Z @ 5135 NONAME,False
4901,?OnUpdateRecordNext@CRecordView@@IAEXPAVCCmdUI@@@Z @ 5136 NONAME,False
4902,?OnUpdateRecordPrev@CDaoRecordView@@IAEXPAVCCmdUI@@@Z @ 5137 NONAME,False
4903,?OnUpdateRecordPrev@CRecordView@@IAEXPAVCCmdUI@@@Z @ 5138 NONAME,False
4904,?OnUpdateSplitCmd@CView@@IAEXPAVCCmdUI@@@Z @ 5139 NONAME,False
4905,?OnUpdateZoomIn@CPreviewView@@IAEXPAVCCmdUI@@@Z @ 5140 NONAME,False
4906,?OnUpdateZoomOut@CPreviewView@@IAEXPAVCCmdUI@@@Z @ 5141 NONAME,False
4907,?OnViewChange@XAdviseSink@COleClientItem@@UAGXKJ@Z @ 5142 NONAME,False
4908,?OnVKeyToItem@CWnd@@IAEHIPAVCListBox@@I@Z @ 5143 NONAME,False
4909,?OnVScroll@CFrameWnd@@IAEXIIPAVCScrollBar@@@Z @ 5144 NONAME,False
4910,?OnVScroll@CPreviewView@@IAEXIIPAVCScrollBar@@@Z @ 5145 NONAME,False
4911,?OnVScroll@CScrollView@@QAEXIIPAVCScrollBar@@@Z @ 5146 NONAME,False
4912,?OnVScroll@CSplitterWnd@@IAEXIIPAVCScrollBar@@@Z @ 5147 NONAME,False
4913,?OnVScroll@CWnd@@IAEXIIPAVCScrollBar@@@Z @ 5148 NONAME,False
4914,?OnWindowFromPoint@CToolTipCtrl@@IAEJIJ@Z @ 5149 NONAME,False
4915,?OnWindowlessMessage@COleControl@@UAEHIIJPAJ@Z @ 5150 NONAME,False
4916,?OnWindowMessage@XOleInPlaceObject@COleControl@@UAGJIIJPAJ@Z @ 5151 NONAME,False
4917,?OnWindowNew@CMDIFrameWnd@@IAEXXZ @ 5152 NONAME,False
4918,?OnWindowPosChanging@CControlBar@@QAEXPAUtagWINDOWPOS@@@Z @ 5153 NONAME,False
4919,?OnWindowPosChanging@CDockBar@@IAEXPAUtagWINDOWPOS@@@Z @ 5154 NONAME,False
4920,?OnWindowPosChanging@CMDIChildWnd@@IAEXPAUtagWINDOWPOS@@@Z @ 5155 NONAME,False
4921,?OnWindowPosChanging@COleIPFrameWnd@@IAEXPAUtagWINDOWPOS@@@Z @ 5156 NONAME,False
4922,?OnWindowPosChanging@CStatusBar@@IAEXPAUtagWINDOWPOS@@@Z @ 5157 NONAME,False
4923,?OnWindowPosChanging@CToolBar@@IAEXPAUtagWINDOWPOS@@@Z @ 5158 NONAME,False
4924,?OnWinIniChange@CWnd@@IAEXPBD@Z @ 5159 NONAME,False
4925,?OnWizardBack@CPropertyPage@@UAEJXZ @ 5160 NONAME,False
4926,?OnWizardFinish@CPropertyPage@@UAEHXZ @ 5161 NONAME,False
4927,?OnWizardNext@CPropertyPage@@UAEJXZ @ 5162 NONAME,False
4928,?OnWndMsg@CWnd@@MAEHIIJPAJ@Z @ 5163 NONAME,False
4929,?OnZoomIn@CPreviewView@@IAEXXZ @ 5164 NONAME,False
4930,?OnZoomOut@CPreviewView@@IAEXXZ @ 5165 NONAME,False
4931,?Open@CAsyncMonikerFile@@UAEHPAUIMoniker@@PAUIBindHost@@PAVCFileException@@@Z @ 5166 NONAME,False
4932,?Open@CAsyncMonikerFile@@UAEHPAUIMoniker@@PAUIServiceProvider@@PAVCFileException@@@Z @ 5167 NONAME,False
4933,?Open@CAsyncMonikerFile@@UAEHPAUIMoniker@@PAUIUnknown@@PAVCFileException@@@Z @ 5168 NONAME,False
4934,?Open@CAsyncMonikerFile@@UAEHPAUIMoniker@@PAVCFileException@@@Z @ 5169 NONAME,False
4935,?Open@CAsyncMonikerFile@@UAEHPBDPAUIBindHost@@PAVCFileException@@@Z @ 5170 NONAME,False
4936,?Open@CAsyncMonikerFile@@UAEHPBDPAUIServiceProvider@@PAVCFileException@@@Z @ 5171 NONAME,False
4937,?Open@CAsyncMonikerFile@@UAEHPBDPAUIUnknown@@PAVCFileException@@@Z @ 5172 NONAME,False
4938,?Open@CAsyncMonikerFile@@UAEHPBDPAVCFileException@@@Z @ 5173 NONAME,False
4939,?Open@CDaoDatabase@@UAEXPBDHH0@Z @ 5174 NONAME,False
4940,?Open@CDaoQueryDef@@UAEXPBD@Z @ 5175 NONAME,False
4941,?Open@CDaoRecordset@@UAEXHPBDH@Z @ 5176 NONAME,False
4942,?Open@CDaoRecordset@@UAEXPAVCDaoQueryDef@@HH@Z @ 5177 NONAME,False
4943,?Open@CDaoRecordset@@UAEXPAVCDaoTableDef@@HH@Z @ 5178 NONAME,False
4944,?Open@CDaoTableDef@@UAEXPBD@Z @ 5179 NONAME,False
4945,?Open@CDaoWorkspace@@UAEXPBD@Z @ 5180 NONAME,False
4946,?Open@CDatabase@@UAEHPBDHH0H@Z @ 5181 NONAME,False
4947,?Open@CDataPathProperty@@UAEHPAVCFileException@@@Z @ 5182 NONAME,False
4948,?Open@CDataPathProperty@@UAEHPAVCOleControl@@PAVCFileException@@@Z @ 5183 NONAME,False
4949,?Open@CDataPathProperty@@UAEHPBDPAVCFileException@@@Z @ 5184 NONAME,False
4950,?Open@CDataPathProperty@@UAEHPBDPAVCOleControl@@PAVCFileException@@@Z @ 5185 NONAME,False
4951,?Open@CFile@@UAEHPBDIPAVCFileException@@@Z @ 5186 NONAME,False
4952,?Open@CMirrorFile@@UAEHPBDIPAVCFileException@@@Z @ 5187 NONAME,False
4953,?Open@CMonikerFile@@MAEHPAUIMoniker@@PAUIBindHost@@PAUIBindStatusCallback@@PAUIBindCtx@@PAVCFileException@@@Z @ 5188 NONAME,False
4954,?Open@CMonikerFile@@MAEHPBDPAUIBindHost@@PAUIBindStatusCallback@@PAUIBindCtx@@PAVCFileException@@@Z @ 5189 NONAME,False
4955,?Open@CMonikerFile@@UAEHPAUIMoniker@@PAVCFileException@@@Z @ 5190 NONAME,False
4956,?Open@CMonikerFile@@UAEHPBDPAVCFileException@@@Z @ 5191 NONAME,False
4957,?Open@CRecordset@@UAEHIPBDK@Z @ 5192 NONAME,False
4958,?Open@CSocketFile@@UAEHPBDIPAVCFileException@@@Z @ 5193 NONAME,False
4959,?Open@CStdioFile@@UAEHPBDIPAVCFileException@@@Z @ 5194 NONAME,False
4960,?Open@XOleDocumentView@CDocObjectServer@@UAGJXZ @ 5195 NONAME,False
4961,?OpenDocumentFile@CDocManager@@UAEPAVCDocument@@PBD@Z @ 5196 NONAME,False
4962,?OpenDocumentFile@CMultiDocTemplate@@UAEPAVCDocument@@PBDH@Z @ 5197 NONAME,False
4963,?OpenDocumentFile@CSingleDocTemplate@@UAEPAVCDocument@@PBDH@Z @ 5198 NONAME,False
4964,?OpenDocumentFile@CWinApp@@UAEPAVCDocument@@PBD@Z @ 5199 NONAME,False
4965,?OpenEx@CDatabase@@UAEHPBDK@Z @ 5200 NONAME,False
4966,?OpenFile@CFtpConnection@@QAEPAVCInternetFile@@PBDKKK@Z @ 5201 NONAME,False
4967,?OpenFile@CGopherConnection@@QAEPAVCGopherFile@@AAVCGopherLocator@@KPBDK@Z @ 5202 NONAME,False
4968,?OpenLinkSource@COleUILinkInfo@@UAGJK@Z @ 5203 NONAME,False
4969,?OpenRequest@CHttpConnection@@QAEPAVCHttpFile@@HPBD0KPAPBD0K@Z @ 5204 NONAME,False
4970,?OpenRequest@CHttpConnection@@QAEPAVCHttpFile@@PBD00KPAPBD0K@Z @ 5205 NONAME,False
4971,?OpenStream@COleStreamFile@@QAEHPAUIStorage@@PBDKPAVCFileException@@@Z @ 5206 NONAME,False
4972,?OpenURL@CInternetSession@@QAEPAVCStdioFile@@PBDKK0K@Z @ 5207 NONAME,False
4973,?OsErrorToException@CFileException@@SGHJ@Z @ 5208 NONAME,False
4974,?OutputString@CDumpContext@@IAEXPBD@Z @ 5209 NONAME,False
4975,?PaginateTo@CEditView@@IAEHPAVCDC@@PAUCPrintInfo@@@Z @ 5210 NONAME,False
4976,?PaginateTo@CRichEditView@@IAEHPAVCDC@@PAUCPrintInfo@@@Z @ 5211 NONAME,False
4977,?PaintHookProc@CPageSetupDialog@@KGIPAUHWND__@@IIJ@Z @ 5212 NONAME,False
4978,?ParentToClient@COleControl@@UBEIPBUtagRECT@@PAUtagPOINT@@H@Z @ 5213 NONAME,False
4979,?ParseCommandLine@CWinApp@@QAEXAAVCCommandLineInfo@@@Z @ 5214 NONAME,False
4980,?ParseCurrency@COleCurrency@@QAEHPBDKK@Z @ 5215 NONAME,False
4981,?ParseDateTime@COleDateTime@@QAEHPBDKK@Z @ 5216 NONAME,False
4982,?ParseDisplayName@XOleContainer@COleControlContainer@@UAGJPAUIBindCtx@@PAGPAKPAPAUIMoniker@@@Z @ 5217 NONAME,False
4983,?ParseDisplayName@XOleItemContainer@COleLinkingDoc@@UAGJPAUIBindCtx@@PAGPAKPAPAUIMoniker@@@Z @ 5218 NONAME,False
4984,?ParseLast@CCommandLineInfo@@IAEXH@Z @ 5219 NONAME,False
4985,?ParseParam@CCommandLineInfo@@UAEXPBDHH@Z @ 5220 NONAME,False
4986,?ParseParamFlag@CCommandLineInfo@@IAEXPBD@Z @ 5221 NONAME,False
4987,?ParseParamNotFlag@CCommandLineInfo@@IAEXPBD@Z @ 5222 NONAME,False
4988,?PasteSpecial@CRichEditCtrl@@QAEXIKPAUHMETAFILE__@@@Z @ 5223 NONAME,False
4989,?PlayMetaFile@CDC@@QAEHPAUHMETAFILE__@@@Z @ 5224 NONAME,False
4990,?PolyBezierTo@CDC@@QAEHPBUtagPOINT@@H@Z @ 5225 NONAME,False
4991,?PolyDraw@CDC@@QAEHPBUtagPOINT@@PBEH@Z @ 5226 NONAME,False
4992,?PolylineTo@CDC@@QAEHPBUtagPOINT@@H@Z @ 5227 NONAME,False
4993,?PositionPage@CPreviewView@@MAEXI@Z @ 5228 NONAME,False
4994,?PostBindToStream@CAsyncMonikerFile@@MAEHPAVCFileException@@@Z @ 5229 NONAME,False
4995,?PostBindToStream@CMonikerFile@@MAEHPAVCFileException@@@Z @ 5230 NONAME,False
