Ordinal,Function,Ordinal_in_Function
2034,?DDP_EndText@@YGXPAVCDataExchange@@HPAEPBD@Z @ 2269 NONAME,False
2035,?DDP_EndText@@YGXPAVCDataExchange@@HPAFPBD@Z @ 2270 NONAME,False
2036,?DDP_EndText@@YGXPAVCDataExchange@@HPAHPBD@Z @ 2271 NONAME,False
2037,?DDP_EndText@@YGXPAVCDataExchange@@HPAIPBD@Z @ 2272 NONAME,False
2038,?DDP_EndText@@YGXPAVCDataExchange@@HPAJPBD@Z @ 2273 NONAME,False
2039,?DDP_EndText@@YGXPAVCDataExchange@@HPAKPBD@Z @ 2274 NONAME,False
2040,?DDP_EndText@@YGXPAVCDataExchange@@HPAMPBD@Z @ 2275 NONAME,False
2041,?DDP_EndText@@YGXPAVCDataExchange@@HPANPBD@Z @ 2276 NONAME,False
2042,?DDP_EndText@@YGXPAVCDataExchange@@HPAVCString@@PBD@Z @ 2277 NONAME,False
2043,?DDP_PostProcessing@@YGXPAVCDataExchange@@@Z @ 2278 NONAME,False
2044,?DDP_Radio@@YGXPAVCDataExchange@@HAAHPBD@Z @ 2279 NONAME,False
2045,?DDP_Text@@YGXPAVCDataExchange@@HAAEPBD@Z @ 2280 NONAME,False
2046,?DDP_Text@@YGXPAVCDataExchange@@HAAFPBD@Z @ 2281 NONAME,False
2047,?DDP_Text@@YGXPAVCDataExchange@@HAAHPBD@Z @ 2282 NONAME,False
2048,?DDP_Text@@YGXPAVCDataExchange@@HAAIPBD@Z @ 2283 NONAME,False
2049,?DDP_Text@@YGXPAVCDataExchange@@HAAJPBD@Z @ 2284 NONAME,False
2050,?DDP_Text@@YGXPAVCDataExchange@@HAAKPBD@Z @ 2285 NONAME,False
2051,?DDP_Text@@YGXPAVCDataExchange@@HAAMPBD@Z @ 2286 NONAME,False
2052,?DDP_Text@@YGXPAVCDataExchange@@HAANPBD@Z @ 2287 NONAME,False
2053,?DDP_Text@@YGXPAVCDataExchange@@HAAVCString@@PBD@Z @ 2288 NONAME,False
2054,?DDV_MaxChars@@YGXPAVCDataExchange@@ABVCString@@H@Z @ 2289 NONAME,False
2055,?DDV_MinMaxByte@@YGXPAVCDataExchange@@EEE@Z @ 2290 NONAME,False
2056,?DDV_MinMaxDouble@@YGXPAVCDataExchange@@ABNNN@Z @ 2291 NONAME,False
2057,?DDV_MinMaxDWord@@YGXPAVCDataExchange@@KKK@Z @ 2292 NONAME,False
2058,?DDV_MinMaxFloat@@YGXPAVCDataExchange@@ABMMM@Z @ 2293 NONAME,False
2059,?DDV_MinMaxInt@@YGXPAVCDataExchange@@HHH@Z @ 2294 NONAME,False
2060,?DDV_MinMaxLong@@YGXPAVCDataExchange@@JJJ@Z @ 2295 NONAME,False
2061,?DDV_MinMaxShort@@YGXPAVCDataExchange@@FFF@Z @ 2296 NONAME,False
2062,?DDV_MinMaxUInt@@YGXPAVCDataExchange@@III@Z @ 2297 NONAME,False
2063,?DDX_CBIndex@@YGXPAVCDataExchange@@HAAH@Z @ 2298 NONAME,False
2064,?DDX_CBString@@YGXPAVCDataExchange@@HAAVCString@@@Z @ 2299 NONAME,False
2065,?DDX_CBStringExact@@YGXPAVCDataExchange@@HAAVCString@@@Z @ 2300 NONAME,False
2066,?DDX_Check@@YGXPAVCDataExchange@@HAAH@Z @ 2301 NONAME,False
2067,?DDX_Control@@YGXPAVCDataExchange@@HAAVCWnd@@@Z @ 2302 NONAME,False
2068,?DDX_FieldCBIndex@@YGXPAVCDataExchange@@HAAHPAVCDaoRecordset@@@Z @ 2303 NONAME,False
2069,?DDX_FieldCBIndex@@YGXPAVCDataExchange@@HAAHPAVCRecordset@@@Z @ 2304 NONAME,False
2070,?DDX_FieldCBString@@YGXPAVCDataExchange@@HAAVCString@@PAVCDaoRecordset@@@Z @ 2305 NONAME,False
2071,?DDX_FieldCBString@@YGXPAVCDataExchange@@HAAVCString@@PAVCRecordset@@@Z @ 2306 NONAME,False
2072,?DDX_FieldCBStringExact@@YGXPAVCDataExchange@@HAAVCString@@PAVCDaoRecordset@@@Z @ 2307 NONAME,False
2073,?DDX_FieldCBStringExact@@YGXPAVCDataExchange@@HAAVCString@@PAVCRecordset@@@Z @ 2308 NONAME,False
2074,?DDX_FieldCheck@@YGXPAVCDataExchange@@HAAHPAVCDaoRecordset@@@Z @ 2309 NONAME,False
2075,?DDX_FieldCheck@@YGXPAVCDataExchange@@HAAHPAVCRecordset@@@Z @ 2310 NONAME,False
2076,?DDX_FieldLBIndex@@YGXPAVCDataExchange@@HAAHPAVCDaoRecordset@@@Z @ 2311 NONAME,False
2077,?DDX_FieldLBIndex@@YGXPAVCDataExchange@@HAAHPAVCRecordset@@@Z @ 2312 NONAME,False
2078,?DDX_FieldLBString@@YGXPAVCDataExchange@@HAAVCString@@PAVCDaoRecordset@@@Z @ 2313 NONAME,False
2079,?DDX_FieldLBString@@YGXPAVCDataExchange@@HAAVCString@@PAVCRecordset@@@Z @ 2314 NONAME,False
2080,?DDX_FieldLBStringExact@@YGXPAVCDataExchange@@HAAVCString@@PAVCDaoRecordset@@@Z @ 2315 NONAME,False
2081,?DDX_FieldLBStringExact@@YGXPAVCDataExchange@@HAAVCString@@PAVCRecordset@@@Z @ 2316 NONAME,False
2082,?DDX_FieldRadio@@YGXPAVCDataExchange@@HAAHPAVCDaoRecordset@@@Z @ 2317 NONAME,False
2083,?DDX_FieldRadio@@YGXPAVCDataExchange@@HAAHPAVCRecordset@@@Z @ 2318 NONAME,False
2084,?DDX_FieldScroll@@YGXPAVCDataExchange@@HAAHPAVCDaoRecordset@@@Z @ 2319 NONAME,False
2085,?DDX_FieldScroll@@YGXPAVCDataExchange@@HAAHPAVCRecordset@@@Z @ 2320 NONAME,False
2086,?DDX_FieldText@@YGXPAVCDataExchange@@HAAEPAVCDaoRecordset@@@Z @ 2321 NONAME,False
2087,?DDX_FieldText@@YGXPAVCDataExchange@@HAAEPAVCRecordset@@@Z @ 2322 NONAME,False
2088,?DDX_FieldText@@YGXPAVCDataExchange@@HAAFPAVCDaoRecordset@@@Z @ 2323 NONAME,False
2089,?DDX_FieldText@@YGXPAVCDataExchange@@HAAHPAVCDaoRecordset@@@Z @ 2324 NONAME,False
2090,?DDX_FieldText@@YGXPAVCDataExchange@@HAAHPAVCRecordset@@@Z @ 2325 NONAME,False
2091,?DDX_FieldText@@YGXPAVCDataExchange@@HAAIPAVCRecordset@@@Z @ 2326 NONAME,False
2092,?DDX_FieldText@@YGXPAVCDataExchange@@HAAJPAVCDaoRecordset@@@Z @ 2327 NONAME,False
2093,?DDX_FieldText@@YGXPAVCDataExchange@@HAAJPAVCRecordset@@@Z @ 2328 NONAME,False
2094,?DDX_FieldText@@YGXPAVCDataExchange@@HAAKPAVCDaoRecordset@@@Z @ 2329 NONAME,False
2095,?DDX_FieldText@@YGXPAVCDataExchange@@HAAKPAVCRecordset@@@Z @ 2330 NONAME,False
2096,?DDX_FieldText@@YGXPAVCDataExchange@@HAAMPAVCDaoRecordset@@@Z @ 2331 NONAME,False
2097,?DDX_FieldText@@YGXPAVCDataExchange@@HAAMPAVCRecordset@@@Z @ 2332 NONAME,False
2098,?DDX_FieldText@@YGXPAVCDataExchange@@HAANPAVCDaoRecordset@@@Z @ 2333 NONAME,False
2099,?DDX_FieldText@@YGXPAVCDataExchange@@HAANPAVCRecordset@@@Z @ 2334 NONAME,False
2100,?DDX_FieldText@@YGXPAVCDataExchange@@HAAVCOleCurrency@@PAVCDaoRecordset@@@Z @ 2335 NONAME,False
2101,?DDX_FieldText@@YGXPAVCDataExchange@@HAAVCOleDateTime@@PAVCDaoRecordset@@@Z @ 2336 NONAME,False
2102,?DDX_FieldText@@YGXPAVCDataExchange@@HAAVCString@@PAVCDaoRecordset@@@Z @ 2337 NONAME,False
2103,?DDX_FieldText@@YGXPAVCDataExchange@@HAAVCString@@PAVCRecordset@@@Z @ 2338 NONAME,False
2104,?DDX_LBIndex@@YGXPAVCDataExchange@@HAAH@Z @ 2339 NONAME,False
2105,?DDX_LBString@@YGXPAVCDataExchange@@HAAVCString@@@Z @ 2340 NONAME,False
2106,?DDX_LBStringExact@@YGXPAVCDataExchange@@HAAVCString@@@Z @ 2341 NONAME,False
2107,?DDX_OCBool@@YGXPAVCDataExchange@@HJAAH@Z @ 2342 NONAME,False
2108,?DDX_OCBoolRO@@YGXPAVCDataExchange@@HJAAH@Z @ 2343 NONAME,False
2109,?DDX_OCColor@@YGXPAVCDataExchange@@HJAAK@Z @ 2344 NONAME,False
2110,?DDX_OCColorRO@@YGXPAVCDataExchange@@HJAAK@Z @ 2345 NONAME,False
2111,?DDX_OCFloat@@YGXPAVCDataExchange@@HJAAM@Z @ 2346 NONAME,False
2112,?DDX_OCFloat@@YGXPAVCDataExchange@@HJAAN@Z @ 2347 NONAME,False
2113,?DDX_OCFloatRO@@YGXPAVCDataExchange@@HJAAM@Z @ 2348 NONAME,False
2114,?DDX_OCFloatRO@@YGXPAVCDataExchange@@HJAAN@Z @ 2349 NONAME,False
2115,?DDX_OCInt@@YGXPAVCDataExchange@@HJAAH@Z @ 2350 NONAME,False
2116,?DDX_OCInt@@YGXPAVCDataExchange@@HJAAJ@Z @ 2351 NONAME,False
2117,?DDX_OCIntRO@@YGXPAVCDataExchange@@HJAAH@Z @ 2352 NONAME,False
2118,?DDX_OCIntRO@@YGXPAVCDataExchange@@HJAAJ@Z @ 2353 NONAME,False
2119,?DDX_OCShort@@YGXPAVCDataExchange@@HJAAF@Z @ 2354 NONAME,False
2120,?DDX_OCShortRO@@YGXPAVCDataExchange@@HJAAF@Z @ 2355 NONAME,False
2121,?DDX_OCText@@YGXPAVCDataExchange@@HJAAVCString@@@Z @ 2356 NONAME,False
2122,?DDX_OCTextRO@@YGXPAVCDataExchange@@HJAAVCString@@@Z @ 2357 NONAME,False
2123,?DDX_Radio@@YGXPAVCDataExchange@@HAAH@Z @ 2358 NONAME,False
2124,?DDX_Scroll@@YGXPAVCDataExchange@@HAAH@Z @ 2359 NONAME,False
2125,?DDX_Text@@YGXPAVCDataExchange@@HAAE@Z @ 2360 NONAME,False
2126,?DDX_Text@@YGXPAVCDataExchange@@HAAF@Z @ 2361 NONAME,False
2127,?DDX_Text@@YGXPAVCDataExchange@@HAAH@Z @ 2362 NONAME,False
2128,?DDX_Text@@YGXPAVCDataExchange@@HAAI@Z @ 2363 NONAME,False
2129,?DDX_Text@@YGXPAVCDataExchange@@HAAJ@Z @ 2364 NONAME,False
2130,?DDX_Text@@YGXPAVCDataExchange@@HAAK@Z @ 2365 NONAME,False
2131,?DDX_Text@@YGXPAVCDataExchange@@HAAM@Z @ 2366 NONAME,False
2132,?DDX_Text@@YGXPAVCDataExchange@@HAAN@Z @ 2367 NONAME,False
2133,?DDX_Text@@YGXPAVCDataExchange@@HAAVCOleCurrency@@@Z @ 2368 NONAME,False
2134,?DDX_Text@@YGXPAVCDataExchange@@HAAVCOleDateTime@@@Z @ 2369 NONAME,False
2135,?DDX_Text@@YGXPAVCDataExchange@@HAAVCString@@@Z @ 2370 NONAME,False
2136,?Deactivate@COleClientItem@@QAEXXZ @ 2371 NONAME,False
2137,?Deactivate@XPropertyPage@COlePropertyPage@@UAGJXZ @ 2372 NONAME,False
2138,?DeactivateAndUndo@COleServerDoc@@QAEHXZ @ 2373 NONAME,False
2139,?DeactivateAndUndo@XOleIPSite@COleClientItem@@UAGJXZ @ 2374 NONAME,False
2140,?DeactivateAndUndo@XOleIPSite@COleControlSite@@UAGJXZ @ 2375 NONAME,False
2141,?DeactivateUI@COleClientItem@@QAEXXZ @ 2376 NONAME,False
2142,?Default@CDaoFieldExchange@@QAEXPBDPAXKK@Z @ 2377 NONAME,False
2143,?Default@CFieldExchange@@QAEXPBDPAXPAJHII@Z @ 2378 NONAME,False
2144,?Default@CWnd@@IAEJXZ @ 2379 NONAME,False
2145,?DeflateRect@CRect@@QAEXHHHH@Z @ 2380 NONAME,False
2146,?DeflateRect@CRect@@QAEXPBUtagRECT@@@Z @ 2381 NONAME,False
2147,?DefWindowProcA@CMDIChildWnd@@MAEJIIJ@Z @ 2382 NONAME,False
2148,?DefWindowProcA@CMDIFrameWnd@@MAEJIIJ@Z @ 2383 NONAME,False
2149,?DefWindowProcA@COleControl@@MAEJIIJ@Z @ 2384 NONAME,False
2150,?DefWindowProcA@CWnd@@MAEJIIJ@Z @ 2385 NONAME,False
2151,?DelayRenderData@COleDataSource@@QAEXGPAUtagFORMATETC@@@Z @ 2386 NONAME,False
2152,?DelayRenderFileData@COleDataSource@@QAEXGPAUtagFORMATETC@@@Z @ 2387 NONAME,False
2153,?DelaySetData@COleDataSource@@QAEXGPAUtagFORMATETC@@@Z @ 2388 NONAME,False
2154,?DelayShow@CControlBar@@UAEXH@Z @ 2389 NONAME,False
2155,?DelayUpdateFrameMenu@CFrameWnd@@UAEXPAUHMENU__@@@Z @ 2390 NONAME,False
2156,?DelayUpdateFrameMenu@CMDIFrameWnd@@UAEXPAUHMENU__@@@Z @ 2391 NONAME,False
2157,?Delete@CDaoRecordset@@UAEXXZ @ 2392 NONAME,False
2158,?Delete@CException@@QAEXXZ @ 2393 NONAME,False
2159,?Delete@COleClientItem@@QAEXH@Z @ 2394 NONAME,False
2160,?Delete@CRecordset@@UAEXXZ @ 2395 NONAME,False
2161,?Delete@CWinThread@@UAEXXZ @ 2396 NONAME,False
2162,?DeleteCacheValue@CDaoFieldExchange@@SGXPAUCDaoFieldCache@@K@Z @ 2397 NONAME,False
2163,?DeleteColumn@CSplitterWnd@@UAEXH@Z @ 2398 NONAME,False
2164,?DeleteContents@CDocument@@UAEXXZ @ 2399 NONAME,False
2165,?DeleteContents@CEditView@@UAEXXZ @ 2400 NONAME,False
2166,?DeleteContents@COleDocument@@UAEXXZ @ 2401 NONAME,False
2167,?DeleteContents@COleServerDoc@@UAEXXZ @ 2402 NONAME,False
2168,?DeleteContents@CRichEditDoc@@UAEXXZ @ 2403 NONAME,False
2169,?DeleteContents@CRichEditView@@UAEXXZ @ 2404 NONAME,False
2170,?DeleteDC@CDC@@QAEHXZ @ 2405 NONAME,False
2171,?DeleteField@CDaoTableDef@@QAEXH@Z @ 2406 NONAME,False
2172,?DeleteField@CDaoTableDef@@QAEXPBD@Z @ 2407 NONAME,False
2173,?DeleteImageList@CImageList@@QAEHXZ @ 2408 NONAME,False
2174,?DeleteIndex@CDaoTableDef@@QAEXH@Z @ 2409 NONAME,False
2175,?DeleteIndex@CDaoTableDef@@QAEXPBD@Z @ 2410 NONAME,False
2176,?DeleteItem@CComboBox@@UAEXPAUtagDELETEITEMSTRUCT@@@Z @ 2411 NONAME,False
2177,?DeleteItem@CFontComboBox@@UAEXPAUtagDELETEITEMSTRUCT@@@Z @ 2412 NONAME,False
2178,?DeleteItem@CListBox@@UAEXPAUtagDELETEITEMSTRUCT@@@Z @ 2413 NONAME,False
2179,?DeleteObject@CGdiObject@@QAEHXZ @ 2414 NONAME,False
2180,?DeleteObject@XRichEditOleCallback@CRichEditView@@UAGJPAUIOleObject@@@Z @ 2415 NONAME,False
2181,?DeleteQueryDef@CDaoDatabase@@QAEXPBD@Z @ 2416 NONAME,False
2182,?DeleteRelation@CDaoDatabase@@QAEXPBD@Z @ 2417 NONAME,False
2183,?DeleteRow@CSplitterWnd@@UAEXH@Z @ 2418 NONAME,False
2184,?DeleteTableDef@CDaoDatabase@@QAEXPBD@Z @ 2419 NONAME,False
2185,?DeleteTemp@CHandleMap@@QAEXXZ @ 2420 NONAME,False
2186,?DeleteTempMap@CDC@@SGXXZ @ 2421 NONAME,False
2187,?DeleteTempMap@CGdiObject@@SGXXZ @ 2422 NONAME,False
2188,?DeleteTempMap@CImageList@@SGXXZ @ 2423 NONAME,False
2189,?DeleteTempMap@CMenu@@SGXXZ @ 2424 NONAME,False
2190,?DeleteTempMap@CWnd@@SGXXZ @ 2425 NONAME,False
2191,?DeleteUnmarkedItems@CRichEditDoc@@IBEXXZ @ 2426 NONAME,False
2192,?DeleteValues@CThreadSlotData@@QAEXPAUCThreadData@@PAUHINSTANCE__@@@Z @ 2427 NONAME,False
2193,?DeleteValues@CThreadSlotData@@QAEXPAUHINSTANCE__@@H@Z @ 2428 NONAME,False
2194,?DeleteView@CSplitterWnd@@UAEXHH@Z @ 2429 NONAME,False
2195,?DelRegTree@CWinApp@@QAEJPAUHKEY__@@ABVCString@@@Z @ 2430 NONAME,False
2196,?DelTool@CToolTipCtrl@@QAEXPAVCWnd@@I@Z @ 2431 NONAME,False
2197,?Destroy@COleSafeArray@@QAEXXZ @ 2432 NONAME,False
2198,?DestroyControl@COleControlSite@@UAEHXZ @ 2433 NONAME,False
2199,?DestroyData@COleSafeArray@@QAEXXZ @ 2434 NONAME,False
2200,?DestroyDescriptor@COleSafeArray@@QAEXXZ @ 2435 NONAME,False
2201,?DestroyDockBars@CFrameWnd@@QAEXXZ @ 2436 NONAME,False
2202,?DestroyInPlaceFrame@COleServerDoc@@MAEXPAVCOleIPFrameWnd@@@Z @ 2437 NONAME,False
2203,?DestroyMenu@CMenu@@QAEHXZ @ 2438 NONAME,False
2204,?DestroySharedMenu@COleControl@@MAEXXZ @ 2439 NONAME,False
2205,?DestroySharedMenu@COleDocIPFrameWnd@@MAEXXZ @ 2440 NONAME,False
2206,?DestroySharedMenu@COleIPFrameWnd@@MAEXXZ @ 2441 NONAME,False
2207,?DestroyToolTipCtrl@CToolTipCtrl@@QAEHXZ @ 2442 NONAME,False
2208,?DestroyTracker@COleControl@@IAEXXZ @ 2443 NONAME,False
2209,?DestroyWindow@CControlBar@@UAEHXZ @ 2444 NONAME,False
2210,?DestroyWindow@CMDIChildWnd@@UAEHXZ @ 2445 NONAME,False
2211,?DestroyWindow@CWnd@@UAEHXZ @ 2446 NONAME,False
2212,?DestructElements@@YGXPAVCOleVariant@@H@Z @ 2447 NONAME,False
2213,?DestructElements@@YGXPAVCString@@H@Z @ 2448 NONAME,False
2214,?Detach@CAsyncSocket@@QAEIXZ @ 2449 NONAME,False
2215,?Detach@CDC@@QAEPAUHDC__@@XZ @ 2450 NONAME,False
2216,?Detach@CDialogTemplate@@QAEPAXXZ @ 2451 NONAME,False
2217,?Detach@CGdiObject@@QAEPAXXZ @ 2452 NONAME,False
2218,?Detach@CImageList@@QAEPAU_IMAGELIST@@XZ @ 2453 NONAME,False
2219,?Detach@CMemFile@@QAEPAEXZ @ 2454 NONAME,False
2220,?Detach@CMenu@@QAEPAUHMENU__@@XZ @ 2455 NONAME,False
2221,?Detach@CMonikerFile@@QAEHPAVCFileException@@@Z @ 2456 NONAME,False
2222,?Detach@COleDataObject@@QAEPAUIDataObject@@XZ @ 2457 NONAME,False
2223,?Detach@COleSafeArray@@QAE?AUtagVARIANT@@XZ @ 2458 NONAME,False
2224,?Detach@COleStreamFile@@QAEPAUIStream@@XZ @ 2459 NONAME,False
2225,?Detach@COleVariant@@QAE?AUtagVARIANT@@XZ @ 2460 NONAME,False
2226,?Detach@CSharedFile@@QAEPAXXZ @ 2461 NONAME,False
2227,?Detach@CWindowlessDC@@QAEPAUHDC__@@XZ @ 2462 NONAME,False
2228,?Detach@CWnd@@QAEPAUHWND__@@XZ @ 2463 NONAME,False
2229,?DetachDispatch@COleDispatchDriver@@QAEPAUIDispatch@@XZ @ 2464 NONAME,False
2230,?DetachHandle@CAsyncSocket@@SGXIH@Z @ 2465 NONAME,False
2231,?DetachWindow@COleControlSite@@IAEXXZ @ 2466 NONAME,False
2232,?DevModeChange@CWinApp@@QAEXPAD@Z @ 2467 NONAME,False
2233,?DFX_Binary@@YGXPAVCDaoFieldExchange@@PBDAAVCByteArray@@HK@Z @ 2468 NONAME,False
2234,?DFX_Bool@@YGXPAVCDaoFieldExchange@@PBDAAHK@Z @ 2469 NONAME,False
2235,?DFX_Byte@@YGXPAVCDaoFieldExchange@@PBDAAEK@Z @ 2470 NONAME,False
2236,?DFX_Currency@@YGXPAVCDaoFieldExchange@@PBDAAVCOleCurrency@@K@Z @ 2471 NONAME,False
2237,?DFX_DateTime@@YGXPAVCDaoFieldExchange@@PBDAAVCOleDateTime@@K@Z @ 2472 NONAME,False
2238,?DFX_Double@@YGXPAVCDaoFieldExchange@@PBDAANK@Z @ 2473 NONAME,False
2239,?DFX_Long@@YGXPAVCDaoFieldExchange@@PBDAAJK@Z @ 2474 NONAME,False
2240,?DFX_LongBinary@@YGXPAVCDaoFieldExchange@@PBDAAVCLongBinary@@KK@Z @ 2475 NONAME,False
2241,?DFX_Short@@YGXPAVCDaoFieldExchange@@PBDAAFK@Z @ 2476 NONAME,False
2242,?DFX_Single@@YGXPAVCDaoFieldExchange@@PBDAAMK@Z @ 2477 NONAME,False
2243,?DFX_Text@@YGXPAVCDaoFieldExchange@@PBDAAVCString@@HK@Z @ 2478 NONAME,False
2244,?DidEvent@XNotifyDBEvents@COleControlSite@@UAGJKKQAUtagDBNOTIFYREASON@@@Z @ 2479 NONAME,False
2245,?DiscardUndoState@COleServerDoc@@QAEHXZ @ 2480 NONAME,False
2246,?DiscardUndoState@XOleIPSite@COleClientItem@@UAGJXZ @ 2481 NONAME,False
2247,?DiscardUndoState@XOleIPSite@COleControlSite@@UAGJXZ @ 2482 NONAME,False
2248,?Disconnect@COleDispatchImpl@@UAEXXZ @ 2483 NONAME,False
2249,?DisconnectSink@COleControlSite@@IAEXABU_GUID@@K@Z @ 2484 NONAME,False
2250,?DisconnectViews@CDocument@@QAEXXZ @ 2485 NONAME,False
2251,?dispatchMap@CCmdTarget@@1UAFX_DISPMAP@@B @ 2486 NONAME,False
2252,?DispatchThreadMessage@CWinThread@@IAEXPAUtagMSG@@@Z @ 2487 NONAME,False
2253,?DisplayError@COleControl@@UAEXJPBD00I@Z @ 2488 NONAME,False
2254,?DoBeginPrinting@CDocObjectServer@@IAEXPAVCView@@PAVCDC@@PAUCPrintInfo@@@Z @ 2489 NONAME,False
2255,?DoBulkFieldExchange@CRecordset@@UAEXPAVCFieldExchange@@@Z @ 2490 NONAME,False
2256,?DoCallBack@CAsyncSocket@@SGXIJ@Z @ 2491 NONAME,False
2257,?DoChangeIcon@COleChangeIconDialog@@QAEHPAVCOleClientItem@@@Z @ 2492 NONAME,False
2258,?DockControlBar@CDockBar@@QAEXPAVCControlBar@@PBUtagRECT@@@Z @ 2493 NONAME,False
2259,?DockControlBar@CFrameWnd@@QAEXPAVCControlBar@@IPBUtagRECT@@@Z @ 2494 NONAME,False
2260,?DockControlBar@CFrameWnd@@QAEXPAVCControlBar@@PAVCDockBar@@PBUtagRECT@@@Z @ 2495 NONAME,False
2261,?DoClick@COleControl@@QAEXXZ @ 2496 NONAME,False
2262,?DoContextSensitiveHelp@COleFrameHook@@QAEHH@Z @ 2497 NONAME,False
2263,?DoConvert@COleConvertDialog@@QAEHPAVCOleClientItem@@@Z @ 2498 NONAME,False
2264,?DoDataExchange@CColorPropPage@@MAEXPAVCDataExchange@@@Z @ 2499 NONAME,False
2265,?DoDataExchange@CFontPropPage@@MAEXPAVCDataExchange@@@Z @ 2500 NONAME,False
2266,?DoDataExchange@CPicturePropPage@@MAEXPAVCDataExchange@@@Z @ 2501 NONAME,False
2267,?DoDataExchange@CWnd@@MAEXPAVCDataExchange@@@Z @ 2502 NONAME,False
2268,?DoDragDrop@COleClientItem@@QAEKPBUtagRECT@@VCPoint@@HK0@Z @ 2503 NONAME,False
2269,?DoDragDrop@COleDataSource@@QAEKKPBUtagRECT@@PAVCOleDropSource@@@Z @ 2504 NONAME,False
2270,?DoDragDrop@COleServerItem@@QAEKPBUtagRECT@@VCPoint@@HK0@Z @ 2505 NONAME,False
2271,?DoEnableModeless@COleFrameHook@@QAEHH@Z @ 2506 NONAME,False
2272,?DoEndPrinting@CDocObjectServer@@IAEXPAVCView@@PAVCDC@@PAUCPrintInfo@@@Z @ 2507 NONAME,False
2273,?DoFieldExchange@CDaoRecordset@@UAEXPAVCDaoFieldExchange@@@Z @ 2508 NONAME,False
2274,?DoFieldExchange@CRecordset@@UAEXPAVCFieldExchange@@@Z @ 2509 NONAME,False
2275,?DoFileSave@CDocument@@UAEHXZ @ 2510 NONAME,False
2276,?DoKeyboardSplit@CSplitterWnd@@UAEHXZ @ 2511 NONAME,False
2277,?DoMessageBox@CWinApp@@UAEHPBDII@Z @ 2512 NONAME,False
2278,?DoModal@CColorDialog@@UAEHXZ @ 2513 NONAME,False
2279,?DoModal@CDialog@@UAEHXZ @ 2514 NONAME,False
2280,?DoModal@CFileDialog@@UAEHXZ @ 2515 NONAME,False
2281,?DoModal@CFontDialog@@UAEHXZ @ 2516 NONAME,False
2282,?DoModal@COleBusyDialog@@UAEHXZ @ 2517 NONAME,False
2283,?DoModal@COleChangeIconDialog@@UAEHXZ @ 2518 NONAME,False
2284,?DoModal@COleChangeSourceDialog@@UAEHXZ @ 2519 NONAME,False
2285,?DoModal@COleConvertDialog@@UAEHXZ @ 2520 NONAME,False
2286,?DoModal@COleInsertDialog@@UAEHXZ @ 2521 NONAME,False
2287,?DoModal@COleLinksDialog@@UAEHXZ @ 2522 NONAME,False
2288,?DoModal@COlePasteSpecialDialog@@UAEHXZ @ 2523 NONAME,False
2289,?DoModal@COlePropertiesDialog@@UAEHXZ @ 2524 NONAME,False
2290,?DoModal@COleUpdateDialog@@UAEHXZ @ 2525 NONAME,False
2291,?DoModal@CPageSetupDialog@@UAEHXZ @ 2526 NONAME,False
2292,?DoModal@CPrintDialog@@UAEHXZ @ 2527 NONAME,False
2293,?DoModal@CPropertySheet@@UAEHXZ @ 2528 NONAME,False
2294,?DoOleVerb@CCmdTarget@@QAEHJPAUtagMSG@@PAUHWND__@@PBUtagRECT@@@Z @ 2529 NONAME,False
2295,?DoPaint@CControlBar@@UAEXPAVCDC@@@Z @ 2530 NONAME,False
2296,?DoPaint@CDockBar@@UAEXPAVCDC@@@Z @ 2531 NONAME,False
2297,?DoPaste@CRichEditView@@QAEXAAVCOleDataObject@@GPAX@Z @ 2532 NONAME,False
2298,?DoPrepareDC@CDocObjectServer@@IAEXPAVCView@@PAVCDC@@PAUCPrintInfo@@@Z @ 2533 NONAME,False
2299,?DoPreparePrinting@CDocObjectServer@@IAEHPAVCView@@PAUCPrintInfo@@@Z @ 2534 NONAME,False
2300,?DoPreparePrinting@CView@@QAEHPAUCPrintInfo@@@Z @ 2535 NONAME,False
2301,?DoPrint@CDocObjectServer@@IAEXPAVCView@@PAVCDC@@PAUCPrintInfo@@@Z @ 2536 NONAME,False
2302,?DoPrintDialog@CWinApp@@QAEHPAVCPrintDialog@@@Z @ 2537 NONAME,False
2303,?DoPrintPreview@CView@@QAEHIPAV1@PAUCRuntimeClass@@PAUCPrintPreviewState@@@Z @ 2538 NONAME,False
2304,?DoPromptFileName@CDocManager@@UAEHAAVCString@@IKHPAVCDocTemplate@@@Z @ 2539 NONAME,False
2305,?DoPromptFileName@CWinApp@@QAEHAAVCString@@IKHPAVCDocTemplate@@@Z @ 2540 NONAME,False
2306,?DoPropExchange@COleControl@@UAEXPAVCPropExchange@@@Z @ 2541 NONAME,False
2307,?DoSave@CDocument@@UAEHPBDH@Z @ 2542 NONAME,False
2308,?DoScroll@CSplitterWnd@@UAEHPAVCView@@IH@Z @ 2543 NONAME,False
2309,?DoScrollBy@CSplitterWnd@@UAEHPAVCView@@VCSize@@H@Z @ 2544 NONAME,False
2310,?DoSuperclassPaint@COleControl@@QAEXPAVCDC@@ABVCRect@@@Z @ 2545 NONAME,False
2311,?DoUpdate@CCmdUI@@QAEHPAVCCmdTarget@@H@Z @ 2546 NONAME,False
2312,?DoUpdate@COleCmdUI@@UAEHPAVCCmdTarget@@H@Z @ 2547 NONAME,False
2313,?DoVerb@COleClientItem@@UAEHJPAVCView@@PAUtagMSG@@@Z @ 2548 NONAME,False
